"logFC" "logCPM" "PValue" "FDR"
"melon" -7.88325566768619 13.1064534618298 7.44867167144024e-36 1.49204342250619e-31
"carrot" -7.72833661073197 11.8162927072056 8.90368390394269e-35 8.9174846139938e-31
"onion" -7.7154689253328 10.5275856621238 1.51538375330153e-34 1.01182173207943e-30
"clementine" -7.61598553519921 8.67490131536122 1.03542401544453e-33 5.18514461334235e-30
"radish" -7.42271685214135 10.2702257760164 7.50617489446493e-33 3.00712378622054e-29
"leek" -7.44052232443731 8.23872656672552 1.10518270078596e-32 3.68965244657392e-29
"tangerine" -7.38339445313973 8.99748729795786 1.65458335352197e-32 4.73470845062837e-29
"wasabi" -7.28371931985639 10.2193370355258 4.67809749519551e-32 1.17133713657827e-28
"kohlrabi" -7.12062688481188 9.05640065222684 5.02598709291853e-31 1.11861719398057e-27
"cherry" -7.01821495063347 11.539523891807 1.08974716331917e-30 2.18287254284462e-27
"chickpea" -7.04754254612834 8.40717511873246 1.3794541813597e-30 2.51198606425602e-27
"sage" -7.02285380389965 9.78924267500437 1.55871905139048e-30 2.60189177653355e-27
"fig" -6.93235537163485 13.8799235307576 1.71798118930503e-30 2.64714470792069e-27
"anise" -6.94229020312405 12.4140602750413 2.29843808087718e-30 3.28857237128935e-27
"celery" -6.91850276415608 12.8060851545126 2.80815401892648e-30 3.75000887687441e-27
"cabbage" -6.88657279609836 13.7766599841229 3.23930450835225e-30 4.05540678792525e-27
"broccoli" -6.85783193780216 11.6894942857254 8.53451313904954e-30 1.00561666287236e-26
"chard" -6.85892207382868 9.65685994721255 1.35397118083303e-29 1.50674426240369e-26
"yam" -6.76848427656179 9.5904812727789 4.44409345862691e-29 4.68524400367135e-26
"fennel" -6.6958818170937 11.5813194548323 7.28563035758894e-29 7.15498272984964e-26
"coconut" -6.70521720142732 10.9101780315233 7.50110515335442e-29 7.15498272984964e-26
"gooseberry" -6.70144920833054 7.34021913839562 1.38182225607596e-28 1.25814916415717e-25
"cantaloupe" -6.5774006054434 11.0744224445317 3.81376217580946e-28 3.32145522363649e-25
"cucumber" -6.54210007969508 10.1010885330076 7.45408269127003e-28 6.22136376620125e-25
"artichoke" -6.56481647454928 6.58594051657237 9.12215442476355e-28 7.30903501129755e-25
"orange" -6.5092214092736 8.5764627562919 1.43937779439159e-27 1.09961713820812e-24
"honeydew" -6.47789159991436 10.772249788038 1.48218574867052e-27 1.09961713820812e-24
"grapefruit" -6.47445062929405 10.3622125191113 1.69194355656016e-27 1.21040433505202e-24
"lavender" -6.40528185242291 10.1924684602719 4.29245695591103e-27 2.96490363047772e-24
"nectarine" -6.35971706842948 8.80399396860506 9.69330120667172e-27 6.47221721569471e-24
"quince" -6.32790587944148 10.2170711757431 1.16047769329053e-26 7.49855763687183e-24
"cayenne" -6.31300844848014 9.30194295802346 1.69946792836226e-26 1.06381381478201e-23
"rhubarb" -6.27757864297615 10.6317248194522 2.04089962177643e-26 1.23882607041829e-23
"cranberry" -6.21709631356653 12.9487424422309 2.62933106118295e-26 1.54906266136928e-23
"butternut" -6.25604450438719 10.1953232651607 2.94647226709477e-26 1.68630817091929e-23
"oregano" -6.26527411858543 8.02705690124612 3.39534698069299e-26 1.88922764917392e-23
"kiwi" -6.2237655508415 10.2972612425684 4.37589159043914e-26 2.36901309319153e-23
"garlic" -6.19641854411767 11.065463670173 5.33306562966718e-26 2.8112273059964e-23
"pomegranate" -6.09059974623176 10.7080202187053 2.24264190498604e-25 1.15185538458398e-22
"lentil" -6.03962594167981 11.2263666745927 3.90859205577023e-25 1.95732518672834e-22
"turnip" -6.02767035541842 8.43195214694261 7.0672621033485e-25 3.4527884681018e-22
"currant" -5.99124211038945 9.73746772510675 9.7046504879634e-25 4.62842509343797e-22
"spinach" -5.94548297237524 8.78284940607054 1.96711310735167e-24 9.16354480310729e-22
"watermelon" -5.84355804104553 12.7884415911884 3.47663760820302e-24 1.58273927113443e-21
"okra" -5.79809738095386 11.1346103817688 8.87298233099343e-24 3.88702172072121e-21
"thyme" -5.83045012018618 8.15456361319231 8.92631417069422e-24 3.88702172072121e-21
"horseradish" -5.80158303486582 6.95689879449125 1.23289183946399e-23 5.25448009283047e-21
"pepper" -5.71524404642186 7.118071766861 3.18584788005682e-23 1.32949414344621e-20
"cilantro" -5.4591524801112 7.8937228809695 9.64504670244022e-22 3.94285572442e-19
"maize" -5.38849603386545 8.56570574888818 2.33395790495152e-21 9.35030215881676e-19
"RP11-444E17.6" -2.18154379743481 7.59585619692925 9.20942847479798e-06 0.00361713846624859
"EXOC7" 2.11611518772197 4.10709741822918 1.97017716196106e-05 0.00758934975600809
"ASNA1" -2.00317107210855 0.651576714269453 9.14931287849701e-05 0.0345792238243724
"DLX5" 1.85005437327501 3.21760504401896 0.00017533993887359 0.0650413762143868
"WDR72" 1.79851855688486 6.75223900131409 0.000208427914793138 0.0759094465676608
"CNN2" 1.79469629787046 5.13636728638386 0.000215831682439935 0.0772022219813274
"CISD2" -1.82962193991821 1.33707744819176 0.000267772966371036 0.0941010577083899
"KCNE4" 1.75525717306136 5.93844946668654 0.00028209677856492 0.0974255270936881
"RP11-295P9.13" 1.72981825233943 5.58234991604431 0.000312764362345013 0.103729944832998
"H2BFM" 1.74594669563039 6.19432646193908 0.00031521508025554 0.103729944832998
"PID1" -1.7376303446184 5.849940461847 0.000315886707344261 0.103729944832998
"S100A4" 1.73186966574155 4.98128232414705 0.000367329151938165 0.118676939394732
"JAK3" -1.72579329903522 3.81639203674237 0.000421834166048919 0.134123177462316
"IFIT1" -1.7071128615839 4.00889448742093 0.000482001955476395 0.150859080783557
"BCKDK" -1.68116209648049 7.56779447249461 0.000511408767166408 0.157600446386313
"P3H2" 1.69560551563792 3.90762503458915 0.000527311328361186 0.16003898815762
"GOT1L1" -1.68003554007533 4.34373624083714 0.00057526129965243 0.171985956616982
"SLITRK3" 1.68553950498636 2.31248207979141 0.000633164625918488 0.186513538555489
"RP11-347C12.1" -1.6450146912678 4.62905037074448 0.000738918996534231 0.213164344571419
"CNBD1" -1.62802091743262 6.37304740815537 0.000744920579102359 0.213164344571419
"MRGBP" -1.62376354810498 6.06322527500139 0.000759962224709527 0.214405680607838
"GTF2I" -1.63950441379578 4.27105554265888 0.000773186127656581 0.215106823931791
"DUX4" -1.61748283589224 4.79341951961961 0.000885570457871832 0.242998107419598
"VIMP" -1.58105911280665 5.60754763472389 0.000938830836178157 0.254131357830874
"GLOD4" -1.60381804318736 4.00857815717672 0.00100445726691327 0.268270446847197
"TRIM74" 1.56301500343701 5.60795777209612 0.00106887322066312 0.281718414251354
"GRIA1" -1.60546166948805 2.38799560441425 0.00108347347280664 0.281857884854412
"SLC28A3" -1.5562544473026 5.0979133998869 0.00124622169047678 0.320039316435132
"ERBB4" -1.54551274518042 6.97383158826373 0.00131815763447975 0.334228045269162
"CATSPERD" 1.55165780952768 4.66804693495076 0.00142025616549886 0.35277203757077
"SWAP70" -1.53246196218195 7.13539548401238 0.00144713569109724 0.35277203757077
"KLHL33" -1.53189304462045 6.96970902619491 0.00144821744602851 0.35277203757077
"TRIM26" -1.5319501925911 7.40836529156712 0.00146551527654397 0.35277203757077
"CACNG3" 1.55004196384012 3.40099981674534 0.00147934956596998 0.35277203757077
"LRRC14B" -1.52543282428498 5.15975281521679 0.00151301872638956 0.356556213038933
"MAMDC2" 1.53658833325468 4.39334915679683 0.00156575297039089 0.363797433476869
"SMPDL3A" 1.50869344445165 5.49218547757541 0.00158006972754668 0.363797433476869
"CST1" 1.51528043096498 6.70299539798762 0.00163041308776252 0.369135692984432
"ERF" 1.53058612299959 4.70094351643346 0.00164011166070663 0.369135692984432
"TCEA3" 1.50828030957288 6.26613523423399 0.00172416156315741 0.383740891906734
"ATP5E" -1.50463675501539 7.29134672336237 0.00175903747249753 0.387200874852726
"ZNF207" -1.5147982449279 4.37795389272796 0.00181039848074889 0.391404454723772
"KRTAP12-3" 1.48939273017192 5.44562011918254 0.00181721403271483 0.391404454723772
"GPATCH11" 1.51191873271308 2.80360515685945 0.00197211473275721 0.420249257572975
"CKLF-CMTM1" -1.50231046327831 3.82755595049624 0.00200804831205874 0.420630993395377
"CILP2" 1.48426944350358 6.56136564891246 0.00201590411691659 0.420630993395377
"ATP6V1B2" -1.49691930949231 4.60404751761118 0.00204277125086011 0.421842793051329
"CCNI" 1.47971299979261 6.27721937510256 0.00208995123489834 0.427181767206619
"NTS" -1.50586301400462 2.34673537053198 0.00213477547222653 0.429856394401518
"MTO1" 1.46373897594515 5.48278495327652 0.00215009089439051 0.429856394401518
"CSE1L" 1.48786876676395 4.20892788071118 0.00219954989279298 0.429856394401518
"OR5M8" 1.49302916137413 3.06259067941733 0.00220425771608655 0.429856394401518
"SNX13" -1.47032375278594 6.61429826758476 0.00221033441282793 0.429856394401518
"MUC12" 1.45258534341705 5.65035727032105 0.00230993393435332 0.444906602298379
"IGSF23" 1.47244604033767 4.80734896479307 0.00237346698488508 0.452789687373648
"ALDH6A1" -1.45740590789543 7.57727337247426 0.00243615774459345 0.460364865867465
"SPG7" -1.454031329377 6.29797894781605 0.00247701735488838 0.461225780414247
"FAM117B" -1.53731107716294 0.29937844275347 0.00249787875584903 0.461225780414247
"PHF7" -1.46783609670812 3.51848263610829 0.00253316975845593 0.461225780414247
"AF111168.1" -1.46664130154768 3.9970900975359 0.002534709444042 0.461225780414247
"OR9Q1" 1.46534905092557 4.17554071240987 0.00255584152693232 0.461225780414247
"GJA9" -1.5832453107815 -0.525410353540846 0.00260921841431315 0.466654054081309
"RPS6KA2" -1.44217013291153 7.35408035152943 0.00267572984866068 0.474314553969221
"BCL2L1" -1.43032851249611 5.3349458634812 0.00274457870901358 0.482251369475886
"RGPD6" -1.43614975295545 6.09145736060379 0.00276963671124389 0.482422547503708
"HIST1H2BK" -1.43411541488869 7.19053521489357 0.00280751044300739 0.484803807619664
"FGA" -1.4251229357139 5.91867825028355 0.00291009222173864 0.49822271191151
"ARPC4-TTLL3" 1.45503908663238 2.53808865632546 0.00295519096384052 0.501656188107537
"RESP18" 1.48198531629959 1.16654923265519 0.00300374246703491 0.505613154261985
"RHD" 1.41498692653191 5.29198251775172 0.00306263205470436 0.510699546206237
"TIMM21" 1.43415361752452 4.58292297436256 0.00308495058114696 0.510699546206237
"TFEB" 1.40829773641986 5.74992453997692 0.00315796859253942 0.518502203911124
"TAGLN" 1.4289750245859 4.39382245889881 0.0031851240930815 0.518709111451346
"NEFM" 1.41222180000419 5.08384337351293 0.00329202261520132 0.531395271612421
"CHGA" 1.42068481184228 4.81669057405841 0.00331608052276734 0.531395271612421
