"logFC" "logCPM" "PValue" "FDR"
"radish" -7.7102234141359 10.1107057532833 5.81265565383794e-34 1.16433305402028e-29
"anise" -7.4343253152458 12.2534125731809 2.24328418643863e-32 1.99546954996424e-28
"melon" -7.41425057839424 12.9516910014177 2.98857203828702e-32 1.99546954996424e-28
"carrot" -7.15256311208015 11.662799768595 8.16682754715591e-31 4.089743064927e-27
"onion" -7.04122177279592 10.3746109948927 3.21443827246279e-30 1.20796653494308e-26
"chard" -7.02904038576565 9.49855376749648 3.61829125338649e-30 1.20796653494308e-26
"quince" -6.99739396093179 10.0538800220074 5.55975918144149e-30 1.4960598985567e-26
"wasabi" -6.99180394490082 10.0631661589729 5.97497837774129e-30 1.4960598985567e-26
"fig" -6.97315595542815 13.7225015302772 8.80439954771468e-30 1.95956585933636e-26
"sage" -6.93892204236754 9.6327484089165 1.15572841733404e-29 2.31503959276181e-26
"tangerine" -6.88697260645693 8.84313101320639 2.1435396750827e-29 3.90338574832559e-26
"cantaloupe" -6.8586678959489 10.9145209584439 3.41335149270113e-29 5.69773697919136e-26
"chickpea" -6.82942096669868 8.25183414789501 4.27309186888075e-29 6.25444494536284e-26
"yam" -6.83445340885452 9.43204957276805 4.37133589112275e-29 6.25444494536284e-26
"leek" -6.83414904839106 8.0859556125221 4.74889949063486e-29 6.34168037979379e-26
"gooseberry" -6.71930391438962 7.18260292907698 2.44622362662892e-28 3.06251909156275e-25
"broccoli" -6.69400823198858 11.5327639011117 2.87569852344856e-28 3.38841865430577e-25
"kohlrabi" -6.6489283301517 8.90349234509546 4.5355557760399e-28 5.04731765276974e-25
"cabbage" -6.60969988579659 13.6210319323048 9.07540831533917e-28 9.56786862971363e-25
"lavender" -6.58643451102514 10.0339159187196 1.06635663870491e-27 1.0680094914949e-24
"horseradish" -6.53580762888348 6.78967111391806 2.56241882701151e-27 2.44418150113655e-24
"garlic" -6.41132085737899 10.9046464268308 1.02809018938317e-26 9.36076117433375e-24
"cucumber" -6.39877503131988 9.94519916092218 1.16136559980763e-26 1.01144844911942e-23
"celery" -6.34971703277392 12.6546922680922 2.39378006584609e-26 1.99790868745679e-23
"currant" -6.31663266611174 9.57470642945254 3.2565548736511e-26 2.60928202696421e-23
"clementine" -6.24577864019828 8.52923801822225 7.52057228852707e-26 5.79402244274945e-23
"oregano" -6.22926859210895 7.87126719910995 9.1468335294022e-26 6.78593416397983e-23
"coconut" -6.19825234108472 10.7594385539897 1.5298564986701e-25 1.0668096234562e-22
"artichoke" -6.20713008289155 6.43418483805997 1.5649556124905e-25 1.0668096234562e-22
"cranberry" -6.20033955202794 12.790907872734 1.59773794137517e-25 1.0668096234562e-22
"cherry" -6.14326737817638 11.3905384035436 3.14551860625826e-25 2.03251236135352e-22
"butternut" -6.09247076543235 10.0411114055553 5.68884702575455e-25 3.56104046165279e-22
"orange" -6.08138098776395 8.42479844058188 6.01735486147382e-25 3.65253440091461e-22
"grapefruit" -6.06807417907589 10.2089889833981 7.79315344558344e-25 4.59131343142594e-22
"honeydew" -6.06010603180988 10.6213137567048 8.74989318272982e-25 5.00768886695032e-22
"fennel" -5.99120663930555 11.4329835008159 2.15336213941625e-24 1.19816658374019e-21
"nectarine" -5.97177489313925 8.65083627974358 2.44698129070556e-24 1.31510799339607e-21
"turnip" -5.96826774846033 8.27611008319955 2.49483818826073e-24 1.31510799339607e-21
"pomegranate" -5.95081292133816 10.552380318961 3.47099867295234e-24 1.7827583184079e-21
"pepper" -5.9505871462508 6.95704403993121 3.94169552823454e-24 1.97390257815165e-21
"kiwi" -5.89413723398547 10.1441989429275 6.99310397107816e-24 3.4165576986504e-21
"cayenne" -5.88646599381313 9.15105985336286 7.43825752487639e-24 3.54751753525712e-21
"rhubarb" -5.84025079116579 10.4804817176267 1.3948102847515e-23 6.49754530554821e-21
"cilantro" -5.74938805633833 7.7302209092269 4.00195287782895e-23 1.82188904763163e-20
"spinach" -5.67515355670971 8.62841780587016 1.02647079035265e-22 4.56916364478977e-20
"thyme" -5.65200984735471 8.00102054995991 1.33522575105893e-22 5.81432761292638e-20
"watermelon" -5.65744915473504 12.6331217913376 1.48033542877741e-22 6.30906361145537e-20
"lentil" -5.61291704857882 11.0757787599755 2.46845723738892e-22 1.03011806087786e-19
"maize" -5.26152058115017 8.41071943853335 1.77242507818007e-20 7.24560137571938e-18
"okra" -5.21391259697993 10.9877345092118 3.52081815522942e-20 1.41051016934801e-17
"CST1" 2.14202083011551 7.03424286452496 1.4421619066564e-05 0.00566430297102632
"DLX5" 2.13207325220522 3.28406285927258 1.71008416549245e-05 0.00658744152288061
"ENOX1" 2.08756296096873 5.27364176974192 1.89753040746539e-05 0.00717159086640361
"EXOC7" 2.10183447357426 3.93850092301296 2.08890183341014e-05 0.00774866530093307
"DDX46" 2.05224263397965 7.36883095150106 3.06120491674232e-05 0.0111489083067755
"ZNF735" 2.00613184935376 3.85041367390891 4.55380777172739e-05 0.016288807763477
"CLDN17" 1.99831034595195 4.04393428770244 4.97498280115413e-05 0.0174831369280558
"NLRP10" 1.96549501582437 5.45236551501928 5.3323098916274e-05 0.0184157757653773
"TCAF2" 1.95430883973475 5.85902718008234 5.93155687880988e-05 0.0197983451989041
"KCNS3" 1.97667246997562 4.14493619298485 6.01314187453834e-05 0.0197983451989041
"WDR72" 1.96860989130775 6.72792716273569 6.0291501030061e-05 0.0197983451989041
"PGLYRP4" 1.99174193392187 2.34588973382425 6.40177613014564e-05 0.020682899623056
"MUC12" 1.91938868323531 5.84830650017039 7.84343539832366e-05 0.024938389597432
"FAM178B" 1.90808265171422 5.49689545267519 8.519512007736e-05 0.0266647414104625
"NUDT10" 1.90159677271278 5.1660656376923 9.11615462285597e-05 0.0280931835769889
"CFAP47" 1.90769056228916 6.82188588068111 9.83147759294564e-05 0.02983853449459
"YTHDF1" 1.90340233675808 4.80303969608026 0.000104898487638421 0.0313615165057494
"GRK1" 1.87633372372047 5.28046947516041 0.000108324009825143 0.031909385894227
"SYT14" 1.91754801564068 2.37468554450524 0.000114335435645611 0.0328424903991576
"KCNE4" 1.87215360487517 5.87208655362407 0.000115204503904129 0.0328424903991576
"C1QTNF6" 1.8811353852953 6.18119087381322 0.000116410404789586 0.0328424903991576
"NUB1" 1.88228755067252 6.54440266396441 0.000119135437335613 0.0331444714620787
"CEP19" 1.87191688886337 3.52475080200264 0.000132478002290541 0.0363516008750934
"CTD-2561J22.3" 1.86644304873766 6.43734567414995 0.00013445507097807 0.0363955341454285
"EGFR" 1.84857980066548 5.83216452884407 0.000137093916086742 0.036615043108447
"ITGA11" 1.82875399120963 7.4358510918152 0.000182209996931298 0.048024321691195
"KANK2" 1.79713775014501 5.42788028653396 0.00020322608556086 0.0528678145437608
"OR1N2" -1.82537325951428 4.50278224385624 0.000211434580421685 0.0542980266721381
"PLXNB3" 1.78960124735756 3.42378148847681 0.000251607195208457 0.0629285094940095
"ZSCAN4" 1.76901515027344 5.65074237679498 0.000253759968768967 0.0629285094940095
