"logFC" "logCPM" "PValue" "FDR"
"LY6G6F" -2.06565162238572 3.12982889280318 3.340784293719e-05 0.621910912297733
"CIB4" 1.84282744221782 5.94749020870958 0.000149731667358933 0.621910912297733
"AC007192.4" 1.84251967099347 4.93840046335827 0.000168272764958743 0.621910912297733
"TRPT1" 1.8110431895837 5.09125215349303 0.000209954735158208 0.621910912297733
"PIP5KL1" -1.89543198113303 0.785808712994066 0.000224242240230317 0.621910912297733
"PRKAR1A" -2.10427156221463 -1.11103089073807 0.000232169658160448 0.621910912297733
"EMC9" 1.81083947363033 2.71579567852606 0.000261739544845893 0.621910912297733
"OR1N2" -1.76937654657201 4.45561800949484 0.000310964366326628 0.621910912297733
"PMVK" -1.76000622103829 6.73157314452515 0.000314253835547478 0.621910912297733
"GFOD2" -1.75468710462528 7.36980157585906 0.000322075553819795 0.621910912297733
"SPG7" 1.74773816817766 6.67799886897414 0.000353524961183587 0.621910912297733
"LRRC14B" 1.68982628929278 5.44333373581705 0.000490764089906556 0.621910912297733
"CPA2" -1.67793787269876 5.80956697417302 0.000506252917663515 0.621910912297733
"FAM189A1" -1.70146882563746 4.18675622559264 0.000508453876603038 0.621910912297733
"DUS1L" -1.70886337038952 2.92759490579504 0.000534076982741583 0.621910912297733
"CENPW" -1.68252371023925 5.07030783720282 0.000550762426845041 0.621910912297733
"RPP40" 1.66681034163803 6.01604757319503 0.000555103878797451 0.621910912297733
"FAM153B" -1.67839040337371 4.67407565016781 0.000600921555035898 0.621910912297733
"HIST1H2BK" 1.66604130173773 7.52395709383783 0.000603645412510586 0.621910912297733
"HOGA1" 1.67431275215988 3.45228679622957 0.000620948442212304 0.621910912297733
"MATN2" 1.64698448094722 7.284448647143 0.000731271028494675 0.690317100804766
"FBLN7" 1.61806129246299 6.72614888673618 0.000878200163033415 0.690317100804766
"C1RL" -1.58810109474184 5.73542311540607 0.000986493567764296 0.690317100804766
"FGF12" -1.68875721460162 0.430129719400924 0.00102045086143736 0.690317100804766
"KRTAP9-6" 1.57703453045157 5.95158892815407 0.00105868213420427 0.690317100804766
"ATF6" 1.57938515808149 6.669299983683 0.00115934036302308 0.690317100804766
"BCAT1" -1.58614508304648 3.4379041583676 0.00118988688150857 0.690317100804766
"SLC2A4" -1.63357870761811 0.884607215904008 0.00126471854520317 0.690317100804766
"H2BFM" -1.55928349122972 6.39824070217071 0.00129083298609996 0.690317100804766
"POLR2K" -1.58651387698312 2.69868553963946 0.00131141396815391 0.690317100804766
"GRIK1" 1.55097120205316 4.84716959278124 0.00139414708018555 0.690317100804766
"SOD1" 1.53716869124489 5.68994862208678 0.00139577792586751 0.690317100804766
"NTS" 1.57198797992742 2.55639864453232 0.00142474634592122 0.690317100804766
"FLYWCH2" -1.54925191923218 4.96599006440379 0.00142698964274021 0.690317100804766
"ERF" -1.53979217285919 4.85746486612815 0.00151915495437131 0.690317100804766
"EML1" 1.52717149407427 6.17983052541952 0.00156057892640735 0.690317100804766
"ANXA11" 1.6061377236545 0.770195109565933 0.00156397186340272 0.690317100804766
"HS3ST6" -1.54141640002135 4.06799338266749 0.00158647861640072 0.690317100804766
"ZNF207" 1.53464708787735 4.55188008624471 0.00160929655120963 0.690317100804766
"P2RY11" 1.53185438892548 6.39885938448101 0.00163353721585903 0.690317100804766
"C14orf93" -1.53252202475418 4.47157917915483 0.00166352049278917 0.690317100804766
"KRTAP20-3" -1.54365559033927 3.00192151739194 0.0016915027593798 0.690317100804766
"AC087762.1" 1.51679692998193 5.10901226071962 0.00173323302508391 0.690317100804766
"TACSTD2" -1.50583352318437 6.08088955667236 0.00174165396806547 0.690317100804766
"ARSK" -1.51085689592724 4.86893391291046 0.00183406057338586 0.690317100804766
"PADI2" 1.65088591691917 -0.293805467194335 0.00183467540592013 0.690317100804766
"MRGBP" 1.50116563440435 6.13251105080302 0.00184555492310971 0.690317100804766
"LINC00854" 1.53028369230912 2.37495051909969 0.00192235897892931 0.690317100804766
"TMEM178A" -1.50039115892861 6.87339560080395 0.00197582938810462 0.690317100804766
"POFUT1" 1.48708656202848 6.13064257580486 0.00200130222807181 0.690317100804766
"BCL2L1" 1.48900316882606 5.53751222884947 0.00200359054459923 0.690317100804766
"CHRNA5" 1.50090763846355 3.63649634443056 0.00204492725547059 0.690317100804766
"GRAPL" -1.48698154758363 5.40824746039051 0.00205743574956394 0.690317100804766
"HINFP" -1.52857690564292 1.94152938847607 0.00209050009585275 0.690317100804766
"PAM16" -1.49359448559948 4.64862745506763 0.00209748726704275 0.690317100804766
"CISD2" 1.54042933211437 1.28033394370758 0.0021410721454236 0.690317100804766
"EXTL3" 1.49394985188562 3.26685021643182 0.00220999478687585 0.690317100804766
"ECE2" 1.58362359700141 0.17918453230264 0.00221466727202807 0.690317100804766
"FCRL6" 1.47188373393546 6.16838854639882 0.00222137769136352 0.690317100804766
"PGC" 1.47623394699895 3.81720268164447 0.00239888286893739 0.690317100804766
"ERBB4" 1.46645511092462 7.07525682098865 0.00241928619111983 0.690317100804766
"ALDH16A1" 1.51185123142392 1.46902962677993 0.00246914991000145 0.690317100804766
"ACOT13" 1.71310795207143 -1.22691440696648 0.00247166278001356 0.690317100804766
"SLC14A2" -1.46304769197168 7.03074399090199 0.00251495459842625 0.690317100804766
