"logFC" "logCPM" "PValue" "FDR"
"LY6G6F" -2.06028473828252 3.12815629660486 3.47399484162243e-05 0.611673994964141
"CIB4" 1.84934675436141 5.95047728676859 0.000142567513290269 0.611673994964141
"AC007192.4" 1.84922678423845 4.94103277673258 0.000159832470264553 0.611673994964141
"TRPT1" 1.81728008012341 5.09273058805853 0.000200024635066652 0.611673994964141
"PIP5KL1" -1.88796263946675 0.784917784692556 0.000229291903872336 0.611673994964141
"EMC9" 1.81470881471768 2.71819455124296 0.000249173430896441 0.611673994964141
"PRKAR1A" -2.09542737077952 -1.11386110913155 0.000251599259475659 0.611673994964141
"OR1N2" -1.76457658974673 4.45565707647744 0.000322887542074506 0.611673994964141
"PMVK" -1.75391863767554 6.72946172850418 0.000328632342724849 0.611673994964141
"GFOD2" -1.75107405562607 7.3675030303464 0.000330553412150154 0.611673994964141
"SPG7" 1.74972576314704 6.67853300936174 0.000348681547740728 0.611673994964141
"LRRC14B" 1.69406736806123 5.44385909612816 0.000475332718573676 0.611673994964141
"CPA2" -1.67257705287286 5.80832211167222 0.000526333785329083 0.611673994964141
"FAM189A1" -1.69601795633301 4.18424013141054 0.00052918446991021 0.611673994964141
"RPP40" 1.67101292364443 6.01707325765778 0.000538439365581716 0.611673994964141
"DUS1L" -1.70637680167492 2.92678635150332 0.000539907863924621 0.611673994964141
"CENPW" -1.67948142108855 5.07051499569991 0.000563135903126434 0.611673994964141
"HIST1H2BK" 1.67245104187712 7.52448275341225 0.000575227065947586 0.611673994964141
"HOGA1" 1.67987033934462 3.4532595490747 0.000596958010315986 0.611673994964141
"FAM153B" -1.67640128981827 4.67316538937227 0.000610727367544447 0.611673994964141
"MATN2" 1.65091270527292 7.28534217481643 0.000711755129916145 0.678912714635729
"FBLN7" 1.62228726799007 6.72688085885214 0.000851926588174089 0.70802125037098
"KRTAP9-6" 1.58324160850643 5.95338724777858 0.00101390599468146 0.70802125037098
"C1RL" -1.58250702344197 5.73429160262356 0.00102674681802443 0.70802125037098
"FGF12" -1.68121070800382 0.428487175149314 0.00104736725603101 0.70802125037098
"ATF6" 1.58288743477771 6.67073481497495 0.00113172934820607 0.70802125037098
"BCAT1" -1.580385693683 3.43748134451591 0.00124104282108525 0.70802125037098
"SLC2A4" -1.62823487564683 0.882714803721154 0.00131438300021704 0.70802125037098
"POLR2K" -1.5839626483683 2.69727981278858 0.00132770591580418 0.70802125037098
"SOD1" 1.54437399708919 5.6921723529048 0.00132796372578905 0.70802125037098
"H2BFM" -1.55490552028929 6.397466375872 0.00133087361842977 0.70802125037098
"NTS" 1.57809072240115 2.55741607428353 0.00134762026959317 0.70802125037098
"GRIK1" 1.55556734878551 4.84816741686969 0.00135064131936762 0.70802125037098
"FLYWCH2" -1.54441377784182 4.96453426772857 0.00147568026295118 0.70802125037098
"EML1" 1.53132287040802 6.18181413884303 0.00152060389636646 0.70802125037098
"ANXA11" 1.61134787821943 0.771359595322683 0.00152943427773563 0.70802125037098
"ERF" -1.53681482281347 4.85764009741661 0.00155105804921002 0.70802125037098
"ZNF207" 1.53847743209999 4.55325838247523 0.00156918749617546 0.70802125037098
"HS3ST6" -1.53896697282663 4.06648766358685 0.00161537545370665 0.70802125037098
"P2RY11" 1.53202344506497 6.39930154908525 0.00163683018975906 0.70802125037098
"AC087762.1" 1.52269487759419 5.11075499911177 0.00166445347155884 0.70802125037098
"C14orf93" -1.52566118480873 4.46961339381621 0.00174442453471669 0.70802125037098
"KRTAP20-3" -1.5373193988147 3.00005177095398 0.00175587580358715 0.70802125037098
"MRGBP" 1.50839829448073 6.13310484803308 0.00176039545100306 0.70802125037098
"TACSTD2" -1.50126537074417 6.08023960910979 0.00179769054755919 0.70802125037098
"PADI2" 1.65668434122263 -0.294158832731214 0.0018335008056681 0.70802125037098
"LINC00854" 1.53610113618604 2.37696280865837 0.00184586019154952 0.70802125037098
"ARSK" -1.50726642175129 4.86753177384088 0.00187864756279224 0.70802125037098
"POFUT1" 1.49269879679122 6.13175841220943 0.00192951591614689 0.70802125037098
"BCL2L1" 1.49129236332131 5.53732877040587 0.00197359545992482 0.70802125037098
"CHRNA5" 1.50576936596969 3.63729467208019 0.00198143201847542 0.70802125037098
"CISD2" 1.54665488445473 1.28228400457679 0.00199407801898938 0.70802125037098
"TMEM178A" -1.49765426614163 6.87264931725205 0.00201142784308131 0.70802125037098
"GRAPL" -1.48430959369663 5.40775495809756 0.00209418912737363 0.70802125037098
"ECE2" 1.5867833913902 0.179849249455802 0.00214568516908227 0.70802125037098
"HINFP" -1.52477639363146 1.94157510395698 0.00216766638059186 0.70802125037098
"FCRL6" 1.47535385002515 6.16842295259141 0.0021718438395553 0.70802125037098
"EXTL3" 1.49669914611973 3.26830691465484 0.00217327819453867 0.70802125037098
"PAM16" -1.48700800624274 4.64658790235773 0.00219214007152838 0.70802125037098
"ALDH16A1" 1.51730905956021 1.47024522759761 0.00232046858582991 0.70802125037098
"PGC" 1.4806812901558 3.81782674843168 0.0023316782520522 0.70802125037098
"ERBB4" 1.47140547877677 7.07658429929642 0.00233798126526657 0.70802125037098
"ACOT13" 1.71828962051269 -1.22623855129473 0.00246993729934261 0.70802125037098
"EGFR" 1.45154108597076 5.92816366847955 0.00249702228727516 0.70802125037098
"GP6" 1.46290914208313 6.89607623089321 0.002505611652001 0.70802125037098
"ATP5E" 1.45868510787486 7.41549664605942 0.00250776719180999 0.70802125037098
"SLC14A2" -1.46006627396693 7.02942793262295 0.00256251046830433 0.70802125037098
"TTC25" 1.4659867686909 4.57034545807419 0.00258918043434374 0.70802125037098
"NCF4" 1.46144769546123 6.82987116136343 0.00259310944753472 0.70802125037098
"FNDC9" -1.46206804291678 4.88879201755153 0.00260293152205201 0.70802125037098
"NR0B1" 1.45440822406365 5.26589862134157 0.00261371388042677 0.70802125037098
"C2CD4C" 1.45131593383301 7.54466964304969 0.00264419816950693 0.70802125037098
"DYNLT3" -1.46586944860285 3.32716475070182 0.0026452484899861 0.70802125037098
"FBXO36" -1.45902350040449 4.13222338775757 0.00268970132221655 0.70802125037098
"CLIP1" 1.45140698189796 6.92781381921796 0.00274088472454966 0.70802125037098
"APOC4-APOC2" -1.45501283942979 3.64319288020499 0.0027694123075663 0.70802125037098
"TLL2" -1.44008447126934 6.22082857875808 0.00278557424398824 0.70802125037098
"CCL26" 1.44410480216145 7.05425947774805 0.00281561472987481 0.70802125037098
"HAP1" -1.46894509934892 2.37559427460066 0.00282168053090733 0.70802125037098
"ZSWIM3" -1.44152777736736 5.08815834052619 0.00286313125121472 0.70802125037098
"CARHSP1" -1.45310806845115 3.50555792758046 0.00289128589732663 0.70802125037098
"CHMP7" -1.42742171813641 5.72082840148082 0.00290766826453678 0.70802125037098
"PAIP1" -1.44423551489039 4.11617535273152 0.00297560957012341 0.70802125037098
"HELT" -1.42473629290165 5.70421227413875 0.00299664094229922 0.70802125037098
"TXK" -1.46185133932389 2.36914528820528 0.00300443344224119 0.70802125037098
"HK3" 1.42024234277895 5.48113818955141 0.00315172123507371 0.734094512322808
"TMPRSS11A" 1.44427425173715 2.41179198265285 0.0033091572471326 0.756376189040747
"VPS13A" -1.42728656070557 3.96498928358849 0.00332290472944864 0.756376189040747
"PITX2" 1.40650830535244 5.60660818002614 0.00341292372808844 0.763126523158743
"LAMB4" -1.41913358392424 3.70621784352748 0.00346458633124501 0.763126523158743
"ENDOD1" -1.4415475434779 2.12565402057997 0.00346685205967978 0.763126523158743
"PYGB" 1.40288080529457 7.70498373008127 0.00363113179932754 0.778115811205988
"TMEM229B" -1.40877767848549 6.67843829366114 0.0036338300175316 0.778115811205988
"FER1L5" 1.40671319959249 4.90330697403545 0.00365148451167505 0.778115811205988
"SLAMF1" -1.41124722716057 4.45237825698922 0.00369450856868388 0.778996854097966
"RIOK3" 1.40554604397055 3.80415131191693 0.00382297781729582 0.797688215190131
"PRDM13" -1.38645114839857 6.15892283149512 0.00390708568612178 0.806833333801086
"USP17L30" 1.39677623577827 4.42111824930395 0.00405158439930274 0.820294159175381
"PET100" -1.3866518895653 5.11209976752675 0.0041159481273843 0.820294159175381
"VKORC1" 1.44249276943373 1.02712584353526 0.00411779775950617 0.820294159175381
"DLEU7" 1.37535277443048 5.53198193794921 0.00413607458822393 0.820294159175381
"TTC24" 1.40878658516249 2.13894659965215 0.00428108055355643 0.833418601019055
"FTSJ1" 1.37560787244854 6.35220326800301 0.00428637839625145 0.833418601019055
"GIT1" -1.38697721734824 4.61006048755647 0.00432706976715999 0.833418601019055
"JAK3" 1.38157302057861 3.71892906345397 0.00442192694955658 0.839931075112304
"TUBA3D" 1.37406319215142 6.70275279873536 0.00444474534281385 0.839931075112304
"ZIM2" -1.36983789349222 7.45821009269898 0.00449907584755775 0.842252227125507
"DDX51" -1.36892845881746 5.33750029657496 0.00455625542456719 0.845058818606532
"LCN15" -1.36869599109322 5.12130653240798 0.00464301288705511 0.846434840200097
"KCNA4" 1.36493346684628 6.23986532769452 0.00464818693135693 0.846434840200097
"BLCAP" -1.36656684538283 4.77662167896469 0.0047238112588581 0.849535073826002
"C6orf136" 1.37369399427554 3.15930724532345 0.00480282426937899 0.849535073826002
"CASP8AP2" -1.36211407144848 7.11559584252732 0.00482362132396378 0.849535073826002
"NPRL2" 1.38261791121517 2.47896597027233 0.00487830906968921 0.849535073826002
"SLC35G1" -1.3614090301209 4.64417301358537 0.00488412026253439 0.849535073826002
"EIF4EBP3" -1.38351849126882 2.18217280785531 0.00491967792740334 0.849535073826002
"LRRC55" -1.36358839522939 3.73072793619211 0.00498657181371252 0.85252929289785
"GDF3" 1.35975633159611 3.99465766792453 0.00502213851340154 0.85252929289785
"ACE2" -1.35153985751495 7.26760747751548 0.00511087093032921 0.860301307608608
"MPPED2" -1.36218105402287 2.91339694859459 0.00523603222902135 0.861324222924536
"MDFIC" 1.34510367511962 5.19948400700173 0.00525610924309734 0.861324222924536
"PRAP1" -1.35414219120614 4.15294240536131 0.00525712919008095 0.861324222924536
"TXNRD2" 1.34295632829835 5.33058415501917 0.00528894610452389 0.861324222924536
"DEFB116" 1.34276972415616 6.51821243049447 0.00539608792851402 0.871550774834913
"PROSER3" -1.34931572186869 4.18787127173154 0.00543876226121333 0.871550774834913
"ATG12" -1.34383317584967 4.39408395686066 0.00558081381493937 0.87845650969264
"PRDX4" 1.33901996736115 6.90450991755784 0.00559054202141822 0.87845650969264
"PLBD2" -1.32664088702882 5.81061368109542 0.0056912112631861 0.87845650969264
"CCT7" -1.32747148661255 6.35508666207463 0.00577366737676718 0.87845650969264
"WBP1" 1.3321721308673 6.93536171345178 0.00577912354709416 0.87845650969264
"PRELID2" -1.32179608997297 6.01152996131879 0.00579229116034974 0.87845650969264
"TMEM248" -1.33599364482839 4.2545302546293 0.00582532989347545 0.87845650969264
"SLC7A2" 1.32735845885197 7.55978154188135 0.00589497303023157 0.87845650969264
"CTSW" 1.33068950428903 4.93041042247541 0.00590505262008566 0.87845650969264
"GGT5" -1.33418593489536 4.65957486715939 0.00592465619336402 0.87845650969264
"CLDN6" -1.32719062947397 5.128796865606 0.00598863020000132 0.87845650969264
"MTHFSD" 1.32423906197606 6.63034764192971 0.00605442058342711 0.87845650969264
"TNFRSF17" -1.32279752686623 6.86479957043616 0.00614217027033829 0.87845650969264
"NRDC" 1.32760400055461 3.59127429466891 0.00614348713514375 0.87845650969264
"ADGRL2" 1.3255689984789 4.41855389413155 0.00620114319691048 0.87845650969264
"DVL1" -1.3079119960513 5.68212565982967 0.00625742544928675 0.87845650969264
"ATG4B" 1.32499731072737 4.15545674002502 0.00626732550290268 0.87845650969264
"IER5L" -1.32159787041201 4.74258316551363 0.00631325626876276 0.87845650969264
"SPCS1" 1.32210432057359 4.57645406917382 0.0063150984671629 0.87845650969264
"DTD1" 1.31764190913833 4.62850683424112 0.00641156379039983 0.883123399248725
"SERPINA7" 1.30419377564609 6.02843015752092 0.00644289996242523 0.883123399248725
"ATP1A3" -1.30138190697185 5.71965998119985 0.00648091157154224 0.883123399248725
"RP11-347C12.1" 1.31507664650743 4.54457750589923 0.00655061660260375 0.886590548424026
"LDHA" 1.30559115954977 8.2883984655568 0.00661189340388587 0.888878099149247
"AKT2" 1.29623534019639 5.65638328073561 0.0066684209522536 0.890500933963946
"SPOCK2" 1.30190735473978 7.4876680138414 0.00675827760960346 0.891544675595845
"DAZL" -1.30537994798947 6.93505941029377 0.00676525339177118 0.891544675595845
"CCNL1" 1.29903331901032 6.37143456008522 0.00689355740640462 0.894352098784848
"CDC45" 1.30777807274347 4.25332290345114 0.00695827316029208 0.894352098784848
"CHEK1" 1.28934913543543 6.01217703753423 0.00698975073899505 0.894352098784848
"FOXD4L3" 1.31322283181734 3.11468755557439 0.00708525569040283 0.894352098784848
"C3orf52" -1.28706462087339 6.14704556836498 0.00721108321602167 0.894352098784848
"CYP11B2" -1.29915271137342 3.92534063373734 0.00727699975491889 0.894352098784848
"ATP2B1" 1.33060722104477 1.41733029946803 0.0073148785783328 0.894352098784848
"CNNM4" 1.28227549678126 5.57830984954911 0.00740666037870933 0.894352098784848
"ZBED8" -1.66338798641335 -2.03551580632482 0.00744861812267364 0.894352098784848
"SNRPB2" 1.28103794767281 6.1248013019346 0.00747321186977484 0.894352098784848
"BCL2L11" 1.27693516386129 5.61080265064369 0.00752990361158103 0.894352098784848
"AMY2A" 1.28501764885259 5.21121967600136 0.00754212437863959 0.894352098784848
"ZNF735" 1.29170804029964 4.02345627634728 0.00759621810136716 0.894352098784848
"DGCR6" -1.28727039850906 6.60799558657089 0.00761069768049214 0.894352098784848
"GGTLC1" -1.28892097087182 5.22914237646567 0.00761277845042578 0.894352098784848
"DDB1" -1.31976024829958 2.01105931520219 0.00762732847784882 0.894352098784848
"MPDU1" 1.29552234701351 4.19294870854928 0.00764248833379509 0.894352098784848
"TMC8" -1.2847868586331 6.94560129769386 0.00768997492515616 0.894352098784848
"PCBP3" -1.28236361288042 5.4997123632496 0.00771392244422697 0.894352098784848
"MPV17L2" -1.28001174359681 6.43236759327245 0.00775835409290894 0.894352098784848
"PFKP" -1.2776015837251 5.39609570122229 0.00782591671543623 0.894352098784848
"RP3-403A15.5" 1.31344885266873 1.66037021795566 0.00788424369728143 0.894352098784848
"SETSIP" 1.29939544868835 2.8187569518427 0.00794637755314524 0.894352098784848
"TAGLN" -1.28628874690541 4.59035709539067 0.00795474431441977 0.894352098784848
"DYNC1I1" 1.27474215986262 6.73382961416266 0.00814509245131642 0.894352098784848
"PUM1" -1.27538700468016 6.49249172482941 0.00816741638076722 0.894352098784848
"AKAP5" 1.26808365635901 6.24474628769714 0.00820723141776086 0.894352098784848
"MCM10" -1.27209862504561 6.43986193094658 0.00822888755867681 0.894352098784848
"KLRB1" 1.26744277924866 6.23510081902161 0.00822954304547487 0.894352098784848
"SPRED2" 1.27233566970615 6.46188647545393 0.00825417593773483 0.894352098784848
"MURC" -1.27667671419639 3.91616152123081 0.00828818878819028 0.894352098784848
"CRISPLD2" 1.2615959555215 5.65079573265903 0.008382066833162 0.894352098784848
"PCDH12" -1.26812479360354 5.09342287874128 0.00841988056938998 0.894352098784848
"RP11-444E17.6" 1.27004615062363 7.05431588805921 0.00843871510330908 0.894352098784848
"PCDHGC4" -1.26371217972682 8.3818998997604 0.00846443438251332 0.894352098784848
"UQCRC2" -1.27681107099988 4.52312424003072 0.00848102296278949 0.894352098784848
"TMEM185A" -1.2574490591789 5.92655146960732 0.00849586528117983 0.894352098784848
"COQ6" 1.25622006772538 6.02594212080475 0.00860267958598713 0.894352098784848
"DCTPP1" -1.26248924131198 6.38740456237189 0.00863967567422593 0.894352098784848
"mulberry" -1.30622573947604 1.44834699051861 0.0086646202403067 0.894352098784848
"USP3" 1.3401741723513 0.360991566538794 0.00870424733685651 0.894352098784848
"MTERF2" 1.27956561131586 2.61575657403199 0.00873519648882528 0.894352098784848
"CDKN3" 1.26965428922481 3.45585333167066 0.0087425695207931 0.894352098784848
"SYT8" -1.266462797044 5.05032931232972 0.00876461340721577 0.894352098784848
"NATD1" 1.2648671715437 4.85641672865982 0.00879573478411538 0.894352098784848
"WDPCP" -1.25771146271499 7.13130669449922 0.00894665077608858 0.904510358363987
"PSG3" -1.26102780562843 4.80167819011046 0.0089859498434643 0.904510358363987
"ARTN" 1.26327152682113 4.3545594632955 0.00911629700068803 0.91126482082306
"CEP164" -1.24421926705658 5.66506695409765 0.00914770158900224 0.91126482082306
"VTA1" 1.2427587379857 5.72626593797865 0.00918953091739095 0.91126482082306
"CH507-9B2.4" -1.24265879020708 5.81935261753568 0.00929771541874623 0.912951272718431
"HIST2H4B" 1.25365600455465 6.89469099930114 0.00931705261079473 0.912951272718431
"CFAP100" 1.25198867689437 4.82180779163363 0.00934326847922113 0.912951272718431
"NCAPG2" 1.24704143402951 7.38938561063202 0.00948055480062383 0.921868899083961
"VIMP" 1.2388792669916 5.5171060830865 0.00956429063942134 0.922215725095379
"SYBU" -1.27050453474896 2.44851251346237 0.00962195293826024 0.922215725095379
"P2RX3" -1.24670982388486 6.55074433147482 0.00968042973321238 0.922215725095379
"PFKFB1" 1.26424218812479 2.63019128486312 0.00971503474972021 0.922215725095379
"HLA-DQA1" 1.23539559690504 5.54339700787627 0.00979716254312204 0.922215725095379
"ZNF562" -1.24988047927409 3.46087066610208 0.00985499746501397 0.922215725095379
"RBFOX3" 1.24291720108739 4.84311054130963 0.00994443098374257 0.922215725095379
"PPP2R5A" -1.23532646312467 6.19534199519723 0.00996258248121487 0.922215725095379
"TREH" 1.24559776813127 6.70717090076407 0.0100322581257612 0.922215725095379
"CACNG5" 1.23270310169719 6.26812113016844 0.0100901056439835 0.922215725095379
"ZNF691" -1.24135297090706 4.63657596123023 0.0100913572912237 0.922215725095379
"MUSK" 1.24129125418394 6.86137114787016 0.0101039619166108 0.922215725095379
"NPM3" 1.23135478535065 5.46995418661791 0.0101989399061273 0.922215725095379
"RNF223" -1.27224505524739 1.68000136345075 0.0102066509252666 0.922215725095379
"RPN2" 1.25285962640887 2.50054862372251 0.0102432177002863 0.922215725095379
"NFKBID" -1.2331740038788 5.49766876302032 0.010248730446375 0.922215725095379
"FOXO3" -1.23574704908166 6.51257446412018 0.0102667918075118 0.922215725095379
"CMTM8" -1.22067603248533 5.68100140193587 0.0104792599326163 0.936480397961756
"SCN10A" -1.22892068391711 7.20028393160124 0.0105190998722677 0.936480397961756
"IRS4" 1.23055188044495 6.89486792386248 0.0105848530894463 0.93816456741017
"IL1RL1" -1.23277754662903 4.60699504155012 0.0107374541607815 0.943417683547601
"SLMAP" -1.21992202703505 6.14183167050573 0.0108079662937418 0.943417683547601
"CTSS" -1.215868952895 5.78935963566242 0.0108185225935527 0.943417683547601
"potato" 1.23983024038737 3.08549439620664 0.0108325129657006 0.943417683547601
"MAGEA3" 1.22426702699716 7.13175297599224 0.0109659110864266 0.948945351964556
"TCTN3" 1.22495742506738 6.60374481605565 0.0109971046564713 0.948945351964556
"TNFRSF10C" 1.25078095511781 1.97522229029295 0.0110533636791447 0.948945351964556
"DLX3" 1.24119635022004 2.32397631297707 0.0111353439970155 0.948945351964556
"TMEM72" 1.21755373297553 5.39341595444399 0.0111639895809957 0.948945351964556
"AHI1" -1.22252905614729 4.81520239570182 0.0111802258031868 0.948945351964556
"DENND2A" 1.22353864658797 6.53084930391256 0.0112925595147113 0.954435694680097
"TAF5" 1.26004334831671 1.28150922349933 0.0114341176820492 0.959759076443338
